detail_page_url,event_count,status,description_found,image_found,reason
https://on.fgtix.com/trk/g3Nfc,4,miss,false,false,no usable og/meta tags
https://sf-eagle.com/events/satyricon/,4,hit,true,true,
https://on.fgtix.com/trk/UtcFb,4,miss,false,false,no usable og/meta tags
https://andysjazzclub.com/events/2nd-set-w-calligram-records-anniversary-festival/,4,hit,true,false,
https://andysjazzclub.com/events/1st-set-w-calligram-records-anniversary-festival/,4,hit,true,false,
https://andysjazzclub.com/events/late-night-concert-series-w-calligram-records-2/,4,hit,true,false,
https://www.jazzshowcase.com/nowplaying/soul-message-trio-augst,4,miss,false,false,no usable og/meta tags
https://www.jazzshowcase.com/nowplaying/gabriel-wade-quintet-pw965-bjjdn-rj3sn,4,hit,false,true,
https://www.ticketmaster.com/jill-scott-to-whom-this-may-philadelphia-pennsylvania-07-24-2026/event/02006464D6483C44,4,miss,false,false,fetch failed
https://www.ticketweb.com/event/the-jk-trio-lil-indies-tickets/14217044,4,miss,false,false,no usable og/meta tags
https://www.ticketweb.com/event/nestos-jazz-trio-lil-indies-tickets/14272844,4,miss,false,false,no usable og/meta tags
https://on-rotation.com/events/reverse-happy-hour/var/ri-424.l-L1,3,hit,true,false,
https://www.ticketmaster.com/mumford-sons-prizefighter-tour-new-york-new-york-08-11-2026/event/3B006453C12C5430,3,miss,false,false,fetch failed
https://www.ticketmaster.com/event/Z7r9jZ1A70vqI,3,miss,false,false,fetch failed
https://www.terraza7.com/detalles-y-registro/argentinian-jam-by-emilio-teubal-tango-jazz-jam-1,3,hit,true,false,
https://www.terraza7.com/detalles-y-registro/bebop-latin-jazz-jam-by-john-benitez-3,3,hit,true,false,
https://www.ticketweb.com/event/day-out-with-thomas-tm-northwest-railway-museum-tickets/14815153,3,miss,false,false,no usable og/meta tags
https://portland.heliumcomedy.com/shows/375094,3,miss,false,false,no usable og/meta tags
https://www.terraza7.com/detalles-y-registro/eric-sterns-cuban-jazz-project-second-set,3,hit,true,false,
https://www.terraza7.com/detalles-y-registro/gerardo-contino-timba-cubana-second-set,3,hit,true,false,
https://www.terraza7.com/detalles-y-registro/la-rumba-de-santa-afro-cuban-1,3,hit,true,false,
https://www.terraza7.com/detalles-y-registro/gerardo-contino-timba-cubana-first-set,3,hit,true,false,
https://tickets.citywinery.com/event/demola-live-lk71kw,3,hit,true,true,
https://www.ticketmaster.com/karol-g-viajando-por-el-mundo-inglewood-california-08-14-2026/event/0A0064904B5EEA09,3,miss,false,false,fetch failed
https://www.ticketmaster.com/event/Z7r9jZ1A7x909,3,miss,false,false,fetch failed
https://www.ticketmaster.com/event/Z7r9jZ1A7xae7,3,miss,false,false,fetch failed
https://www.ticketmaster.com/event/Z7r9jZ1A70wbv,3,miss,false,false,fetch failed
https://www.ticketmaster.com/event/Z7r9jZ1A7J8oe,3,miss,false,false,fetch failed
