venue_id,name,city,url,status,image_found,description_found,reason
15b8b80e-a96d-4aa8-bd35-21ffc93b6b8a,The Copa Room at Tuscany Suites,Las Vegas,https://www.ticketmaster.com/the-copa-room-at-tuscany-suites-tickets-las-vegas/venue/467926,miss,false,false,"aggregator page, no usable image"
7cbf46c3-96db-4a4e-9eed-d414cc6b5b09,The Fillmore Silver Spring,Washington,https://www.ticketmaster.com/the-fillmore-silver-spring-tickets-silver-spring/venue/172548,miss,false,false,"aggregator page, no usable image"
6f758c0c-0bbe-4795-92d3-748102fafcf1,Saint Andrew's Hall,Detroit,https://www.ticketmaster.com/saint-andrews-hall-tickets-detroit/venue/65585,miss,false,false,"aggregator page, no usable image"
b1c61322-18b9-42f1-96a2-7871cdc1d1db,Summit Music Hall,Denver,https://www.ticketmaster.com/summit-music-hall-tickets-denver/venue/246789,miss,false,false,"aggregator page, no usable image"
2238fccb-ed9f-451e-9d6f-bf94b669c00d,Paper Tiger,San Antonio,,miss,false,false,no website url
d4029477-b89b-4809-a4c7-b85a5a32ad70,The Rooftop at Pier 17,New York,,miss,false,false,no website url
29597a85-0af5-4b53-80d6-a799cf74d975,Wolf Trap Filene Center,Washington,,miss,false,false,no website url
5ad337d6-6ffe-4064-966a-3ca5afbcfe9d,Marquee Theatre,Phoenix,https://www.ticketmaster.com/marquee-theatre-tickets-tempe/venue/204932,miss,false,false,"aggregator page, no usable image"
f1de7878-2b80-4cf4-9247-c49e2b2e3afd,Paradise Rock Club presented by Citizens,Boston,https://www.ticketmaster.com/paradise-rock-club-presented-by-citizens-tickets-boston/venue/8227,miss,false,false,"aggregator page, no usable image"
0e84cb27-ff80-4e55-9116-d0baadc126ef,The Fillmore Philadelphia,Philadelphia,https://www.ticketmaster.com/the-fillmore-philadelphia-tickets-philadelphia/venue/17012,miss,false,false,"aggregator page, no usable image"
2c6fd531-544b-42a7-b884-75e55ad6ac80,The Magic Bag,Detroit,https://www.ticketweb.com/venue/the-magic-bag-ferndale-mi/211805,hit,true,false,aggregator: image only
0bb4e3c4-1a4b-4cb3-bf71-e409769f5f32,Ace of Spades,Sacramento,https://www.ticketmaster.com/ace-of-spades-tickets-sacramento/venue/229953,miss,false,false,"aggregator page, no usable image"
e04d486b-5494-40b6-9fa5-7de6e05158b6,The Southgate House Revival - Revival Room,Cincinnati,https://www.ticketweb.com/venue/the-southgate-house-revival--revival-room-newport-ky/219484,hit,true,false,aggregator: image only
62b5e268-730a-4db4-9370-69af0369f474,McCabe's Guitar Shop,Los Angeles,https://www.mccabes.com,miss,false,false,no usable og/meta tags
b058a45c-6dd5-46bd-b2cb-04241e8db830,The Bronze Peacock at House of Blues Houston,Houston,https://www.ticketmaster.com/the-bronze-peacock-at-house-of-tickets-houston/venue/476142,miss,false,false,"aggregator page, no usable image"
e8766486-6396-40a0-a05c-1e86105053a4,The Showbox,Seattle,,miss,false,false,no website url
914b078f-7938-42f1-8ad2-b115260c9de9,Paramount Theatre,Denver,https://www.ticketmaster.com/paramount-theatre-tickets-denver/venue/245776,miss,false,false,"aggregator page, no usable image"
5e7ba7a5-64c1-4f78-8b71-c758627395d8,Bluebird Theatre,Denver,,miss,false,false,no website url
68b2e8fd-3fe3-4bf3-9234-c428c1968cae,The Bellwether,Los Angeles,https://www.ticketmaster.com/the-bellwether-tickets-los-angeles/venue/74829,miss,false,false,"aggregator page, no usable image"
d06b8c9e-5129-4d7b-a078-d31a080193c2,The Masquerade - Purgatory,Atlanta,https://www.ticketmaster.com/the-masquerade-purgatory-tickets-atlanta/venue/115853,miss,false,false,"aggregator page, no usable image"
9d2a45e2-117b-46da-bc54-5f4fd9fd1b21,Brooklyn Bowl Philadelphia,Philadelphia,https://www.ticketmaster.com/brooklyn-bowl-philadelphia-tickets-philadelphia/venue/17183,miss,false,false,"aggregator page, no usable image"
94e7dab7-24dc-4448-84ea-914a949adbfc,Neptune Theatre,Seattle,https://www.ticketmaster.com/neptune-theatre-tickets-seattle/venue/123797,miss,false,false,"aggregator page, no usable image"
a2111fb1-303a-4c3f-81f4-975e82a1902d,Aztec Theatre,San Antonio,https://www.ticketmaster.com/aztec-theatre-tickets-san-antonio/venue/476096,miss,false,false,"aggregator page, no usable image"
0946aa96-5f52-497c-840e-a4c285ca4aa2,Morton Amphitheater,Kansas City,https://www.ticketmaster.com/morton-amphitheater-tickets-kansas-city/venue/270560,miss,false,false,"aggregator page, no usable image"
377ed8a3-674f-42cf-8f2d-5a9d1a517e11,The Chapel,San Francisco,,miss,false,false,no website url
14ea4d1d-793c-469f-b68f-b07b01ae6fd2,The Cynthia Woods Mitchell Pavilion sponsored by Huntsman,Houston,https://www.ticketmaster.com/the-cynthia-woods-mitchell-pavilion-sponsored-tickets-the-woodlands/venue/475245,miss,false,false,"aggregator page, no usable image"
169b8575-1306-4d88-a9e0-8aec16cf73a5,Big Night Live,Boston,https://www.ticketmaster.com/big-night-live-tickets-boston/venue/9293,miss,false,false,"aggregator page, no usable image"
6e017009-6a59-4997-8192-5b2d1602fd55,The Fillmore,San Francisco,https://www.ticketmaster.com/the-fillmore-tickets-san-francisco/venue/229424,miss,false,false,"aggregator page, no usable image"
a09e0ce4-4139-4666-a882-a840d4e84e2b,The Fillmore Charlotte,Charlotte,https://www.ticketmaster.com/the-fillmore-charlotte-tickets-charlotte/venue/369588,miss,false,false,"aggregator page, no usable image"
ff12e1b6-6bde-4e8b-b52c-1ca0e0afdc2b,Truliant Amphitheater,Charlotte,https://www.ticketmaster.com/truliant-amphitheater-tickets-charlotte/venue/368716,miss,false,false,"aggregator page, no usable image"
07aa7469-56aa-4787-b981-c8c890763852,Moody Center ATX,Austin,https://www.ticketmaster.com/moody-center-atx-tickets-austin/venue/476228,miss,false,false,"aggregator page, no usable image"
43ddf070-769e-4545-b061-be580248f06c,The Southgate House Revival - The Lounge,Cincinnati,https://www.ticketweb.com/venue/the-southgate-house-revival--the-lounge-newport-ky/450755,hit,true,false,aggregator: image only
ab3a4f54-80c0-4f2a-8ed7-d76ad09bf675,Barclays Center,New York,https://www.ticketmaster.com/barclays-center-tickets-brooklyn/venue/393376,miss,false,false,"aggregator page, no usable image"
a71f85d7-396d-4991-9723-ef7acf787371,The Cambridge Room at House Of Blues,Dallas,https://www.ticketmaster.com/the-cambridge-room-at-house-of-tickets-dallas/venue/99288,miss,false,false,"aggregator page, no usable image"
99d1ed8c-de3d-4ff3-b510-8e592c17279c,House of Blues Dallas,Dallas,https://www.ticketmaster.com/house-of-blues-dallas-tickets-dallas/venue/99029,miss,false,false,"aggregator page, no usable image"
d1cf4fa1-09ab-4249-8709-491dcbf8679e,Sonia,Boston,https://www.ticketweb.com/venue/sonia-cambridge-ma/435615,hit,true,false,aggregator: image only
8a299698-a7d6-42e4-8bac-b8cdbe1294ee,Showbox SODO,Seattle,,miss,false,false,no website url
1448acb9-2149-45eb-bd8b-3d6a6b8f2f2a,The Observatory North Park,San Diego,https://www.ticketmaster.com/the-observatory-north-park-tickets-san-diego/venue/90384,miss,false,false,"aggregator page, no usable image"
21cf4e65-9255-4db7-beb7-d08bbbbc6a03,Delmar Hall,St. Louis,https://www.ticketmaster.com/delmar-hall-tickets-saint-louis/venue/50631,miss,false,false,"aggregator page, no usable image"
c529a965-1ddb-41b1-8507-b51c1bc41906,The Factory,St. Louis,https://www.ticketmaster.com/the-factory-tickets-saint-louis/venue/270545,miss,false,false,"aggregator page, no usable image"
f582590e-3b10-43fb-835a-ff42317a4549,The Pageant,St. Louis,https://www.ticketmaster.com/the-pageant-tickets-saint-louis/venue/49766,miss,false,false,"aggregator page, no usable image"
bd011791-312e-4840-a43c-d4a7a6ab565f,Fox Theatre Detroit,Detroit,https://www.ticketmaster.com/fox-theatre-detroit-tickets-detroit/venue/65547,miss,false,false,"aggregator page, no usable image"
e6b04a40-fb7e-4336-a382-4b3ea8aedf98,Club Vinyl,Denver,https://www.ticketweb.com/venue/club-vinyl-denver-co/754564,hit,true,false,aggregator: image only
2a5367ce-6f95-48d8-be09-0ca6dfd7118c,United Center,Chicago,https://www.ticketmaster.com/united-center-tickets-chicago/venue/32882,miss,false,false,"aggregator page, no usable image"
b37641b9-a033-4880-9ea2-7651f667a5ec,Bottom Lounge,Chicago,https://www.ticketweb.com/venue/bottom-lounge-chicago-il/10591,hit,true,false,aggregator: image only
37c7cf47-07be-4d54-8838-c6fbcbf4d3f0,Union Transfer,Philadelphia,,miss,false,false,no website url
4b50b627-839d-4c1d-9a30-156e403f454c,Thunderbird Lounge,Phoenix,https://www.ticketmaster.com/thunderbird-lounge-tickets-phoenix/venue/340373,miss,false,false,"aggregator page, no usable image"
eb3fbe36-a1d9-47b6-99ef-4ada9c43633a,Climate Pledge Arena,Seattle,https://www.ticketmaster.com/climate-pledge-arena-tickets-seattle/venue/123894,miss,false,false,"aggregator page, no usable image"
05bcf2a7-1b63-47e0-b91a-f86012d6ba4d,Mission Ballroom,Denver,,miss,false,false,no website url
d78127ef-ad71-4b81-9621-9933bf7a4987,Gothic Theatre,Denver,,miss,false,false,no website url
1be2c826-479a-4aa8-8eb1-0258ff274d38,Ogden Theatre,Denver,,miss,false,false,no website url
97bea752-a918-42f5-80cc-fe0ebffd711d,Gaslamp Long Beach,Los Angeles,https://www.ticketweb.com/venue/gaslamp-long-beach-long-beach-ca/252754,hit,true,false,aggregator: image only
df733b0a-9752-4286-8251-a82431ab672d,The Fonda Theatre,Los Angeles,,miss,false,false,no website url
5154f73f-12b5-4629-b078-f3900a95d8d6,Ravinia,Chicago,,miss,false,false,no website url
d8017217-90c9-4aeb-a775-e79d7943fbe0,Billy Bob's,Dallas,,miss,false,false,no website url
2ec42998-b5ac-4433-8e55-b9ceff933192,MilkBoy Philadelphia,Philadelphia,,miss,false,false,no website url
9df78481-365c-4305-b993-c1113e134a31,Bogart's,Cincinnati,https://www.ticketmaster.com/bogarts-tickets-cincinnati/venue/180338,miss,false,false,"aggregator page, no usable image"
ebf48598-b082-472e-9ce2-a78a2930ad7f,Aragon Ballroom,Chicago,https://www.ticketmaster.com/aragon-ballroom-tickets-chicago/venue/32771,miss,false,false,"aggregator page, no usable image"
226fb0d4-d0ab-42c9-8606-85df2ee01f7c,Howard Theatre,Washington,https://www.ticketweb.com/venue/howard-theatre-washington-dc/277554,hit,true,false,aggregator: image only
35424f28-954c-4af7-9bad-383e4356aa3f,The Castro Theatre,San Francisco,https://www.ticketmaster.com/the-castro-theatre-tickets-san-francisco/venue/229558,miss,false,false,"aggregator page, no usable image"
